time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
10080, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,150.6666667,46.66666667,0.310295414,0.309734513,0.6375
10260, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,145.3333333,47.22222222,0.324900794,0.324923547,0.6375
10440, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,152,45.66666667,0.302028219,0.300438596,0.6375
10620, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,148,44.44444444,0.300981041,0.3003003,0.6375
10800, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,28.5,0.458187494,156,44,0.2835097,0.282051282,0.6375
10980, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,148,43.88888889,0.297453704,0.296546547,0.558333333
11160, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,149.3333333,44.27777778,0.297398589,0.296502976,0.558333333
11340, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,148,45.22222222,0.306382275,0.305555556,0.558333333
11520, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,146.6666667,43.83333333,0.299327601,0.298863636,0.558333333
11700, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,156,44.88888889,0.289406966,0.287749288,0.558333333
11880, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,146.6666667,43.11111111,0.294477513,0.293939394,0.558333333
12060, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,154.6666667,43.16666667,0.280864198,0.279094828,0.558333333
12240, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,145.3333333,40.66666667,0.279982363,0.279816514,0.558333333
12420, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,152,43.88888889,0.291005291,0.28874269,0.558333333
12600, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,145.3333333,43.44444444,0.299327601,0.298929664,0.558333333
12780, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,150.6666667,37.5,0.249669312,0.248893805,0.558333333
12960, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,152,36.44444444,0.240906085,0.239766082,0.558333333
13140, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,149.3333333,36.94444444,0.248622134,0.247395833,0.558333333
